,Meets Credit Policy?,Interest Rate (%),Log Annual Income ($),FICO Score,Revolving Balance ($),Revolving Line Utilisation Rate,No. of Overdue Payments,No. of Derogatory Public Records,Loan Not Fully Paid
2061,1,16.950000000000003,11.08,682,17820,98.5,0,0,0
2062,1,14.42,11.52,682,24432,68.6,0,0,0
2063,1,12.53,11.44,692,32307,83.3,0,0,0
2064,1,9.629999999999999,11.16,737,7215,30.8,0,0,0
2065,1,13.469999999999999,11.16,702,8417,43.4,0,0,0
2066,1,15.370000000000001,10.46,662,8597,56.9,0,0,0
2067,1,13.79,11.23,767,38511,22.9,0,0,0
2068,1,9.32,10.82,777,311,0.5,0,0,0
2069,1,13.469999999999999,11.23,682,6684,66.2,0,0,0
2070,1,14.11,10.78,687,11011,57.1,2,0,0
2071,1,10.95,10.82,717,4044,18.0,0,1,0
2072,1,15.370000000000001,11.72,677,92391,72.6,0,0,0
2073,1,8.0,10.71,767,5889,27.1,0,0,0
2074,1,11.26,10.93,737,30282,54.3,0,0,0
2075,1,17.26,11.81,672,29101,96.6,0,0,0
2076,1,12.53,10.13,712,3238,10.4,0,0,0
2077,1,14.11,11.0,692,20002,52.2,0,0,1
2078,1,15.049999999999999,11.13,672,6365,25.2,1,0,0
2079,1,14.42,11.0,682,4395,57.8,0,1,1
2080,1,13.79,10.78,687,1718,14.9,0,0,0
2081,1,8.0,11.96,797,2044,7.5,0,0,0
2082,1,9.629999999999999,10.84,727,1596,8.9,0,0,0
2083,1,12.53,10.82,722,7085,41.7,0,0,1
2084,1,8.0,11.48,817,1254,3.8,0,0,0
2085,1,12.53,10.82,727,6183,31.5,0,0,0
2086,1,11.89,11.16,747,11286,69.5,1,0,0
2087,1,13.469999999999999,11.72,762,7888,7.5,0,0,0
2088,1,9.629999999999999,11.08,752,1070,16.5,0,0,0
2089,1,11.89,11.92,752,24055,54.2,0,0,0
2090,1,15.370000000000001,10.6,667,10393,78.7,0,0,0
2091,1,12.53,11.19,732,14940,40.2,0,0,0
2092,1,11.89,11.21,782,552,2.9,0,0,0
2093,1,13.16,10.92,702,10720,63.4,0,0,0
2094,1,7.68,11.56,777,3272,5.8,0,0,0
2095,1,14.11,10.6,667,5155,56.6,0,0,1
2096,1,8.0,11.41,757,51498,31.0,0,0,0
2097,1,12.21,10.25,712,5064,72.3,0,0,0
2098,1,13.16,10.27,707,7058,94.3,0,0,0
2099,1,13.16,11.3,702,57822,78.5,0,0,1
2100,1,11.89,9.8,787,14,2.8,0,0,0
2101,1,14.42,11.47,707,10047,70.3,0,0,0
2102,1,16.0,10.04,662,5040,71.0,0,0,0
2103,1,8.0,9.9,777,3223,4.0,0,0,0
2104,1,13.16,10.86,717,8358,46.2,0,0,0
2105,1,14.42,10.43,732,932,15.5,0,0,0
2106,1,15.68,10.94,692,13303,95.0,0,0,0
2107,1,9.629999999999999,10.71,787,176,0.3,0,0,0
2108,1,12.53,10.31,732,312,3.6,0,0,0
2109,1,12.21,11.32,747,4399,18.4,0,0,0
2110,1,14.11,10.29,672,4321,56.5,2,0,0
2111,1,16.32,11.08,687,16731,96.2,0,1,0
2112,1,13.469999999999999,10.0,712,6095,73.4,0,0,0
2113,1,16.950000000000003,12.43,662,47014,96.5,0,0,0
2114,1,12.839999999999998,11.08,687,2305,31.6,0,0,1
2115,1,13.79,11.37,702,43998,87.6,0,0,1
2116,1,12.839999999999998,10.71,712,2058,4.2,1,0,0
2117,1,14.42,11.36,687,13171,25.3,1,0,0
2118,1,14.74,10.75,672,28594,67.0,0,0,0
2119,1,18.529999999999998,11.0,662,0,0.0,0,0,0
2120,1,11.89,10.24,752,47,1.6,0,0,0
2121,1,12.21,11.33,717,23722,51.8,0,0,1
2122,1,12.53,12.33,747,9393,16.0,0,0,0
2123,1,9.629999999999999,12.25,762,56967,28.3,0,0,0
2124,1,12.21,10.71,712,9754,61.3,0,0,0
2125,1,13.16,10.12,692,22479,86.8,0,0,1
2126,1,14.74,9.85,697,7249,47.1,0,0,0
2127,1,9.629999999999999,10.55,772,8259,42.8,0,0,0
2128,1,13.469999999999999,11.46,702,31565,68.3,0,0,1
2129,1,16.950000000000003,9.62,662,2368,84.6,0,0,1
2130,1,14.42,11.74,682,30160,33.1,1,0,0
2131,1,13.469999999999999,11.31,682,28637,63.3,1,0,0
2132,1,13.16,10.43,697,566,8.2,2,0,1
2133,1,12.839999999999998,11.23,732,11194,32.9,0,0,0
2134,1,12.53,10.76,712,3489,42.5,0,0,0
2135,1,15.370000000000001,11.23,667,2646,22.2,0,0,0
2136,1,13.79,10.82,707,14499,63.0,1,0,0
2137,1,15.68,10.31,682,3004,27.1,0,0,0
2138,1,7.37,11.03,777,5514,19.5,0,0,0
2139,1,13.79,10.92,707,7284,29.0,0,0,0
2140,1,13.79,11.28,752,2149,17.5,0,0,0
2141,1,12.839999999999998,11.13,727,22289,49.8,0,0,0
2142,1,9.629999999999999,11.7,802,7265,11.7,0,0,0
2143,1,11.89,10.93,737,12755,64.4,0,0,0
2144,1,13.79,11.41,682,26295,70.3,1,0,0
2145,1,9.32,10.82,742,5749,33.8,0,0,0
2146,1,13.48,11.65,702,22908,59.2,0,0,0
2147,1,9.629999999999999,10.04,727,948,13.5,0,1,0
2148,1,14.74,11.23,702,2229,14.1,0,0,0
2149,1,9.32,10.65,757,1711,24.1,0,0,0
2150,1,12.839999999999998,10.88,707,7398,70.5,0,0,0
2151,1,15.049999999999999,10.62,682,6933,82.5,0,0,0
2152,1,12.839999999999998,11.16,757,2906,4.5,1,0,0
2153,1,9.629999999999999,10.35,732,11049,28.3,0,0,0
2154,1,16.0,11.63,662,15206,38.0,1,0,0
2155,1,16.950000000000003,10.84,662,1925,96.2,1,0,0
2156,1,8.0,10.46,737,9376,41.5,0,0,0
2157,1,13.16,10.43,717,12439,55.8,0,0,0
2158,1,8.0,10.95,767,60506,31.9,0,0,0
2159,1,11.89,9.81,727,7226,51.6,0,0,0
2160,1,12.839999999999998,10.5,707,4516,30.9,0,0,0
2161,1,15.68,11.35,672,24143,59.5,0,0,1
2162,1,9.629999999999999,10.3,777,2770,9.1,1,0,0
2163,1,11.89,11.16,747,16476,43.1,0,0,0
2164,1,15.68,11.74,667,15187,87.3,1,0,0
2165,1,13.919999999999998,10.41,682,6720,88.4,0,0,1
2166,1,7.37,11.08,782,4991,7.7,0,0,0
2167,1,9.629999999999999,10.37,717,12811,41.5,0,0,0
2168,1,13.79,11.0,697,10852,64.2,0,1,1
2169,1,13.469999999999999,11.0,682,1267,31.7,0,0,1
2170,1,12.53,10.82,722,8775,48.0,0,0,0
2171,1,14.42,10.96,682,4649,43.4,0,0,0
2172,1,14.42,11.56,697,12352,34.7,0,1,0
2173,1,9.629999999999999,12.15,772,12228,17.5,0,0,0
2174,1,15.370000000000001,11.07,667,16181,96.3,1,0,0
2175,1,13.79,10.71,697,14244,29.6,0,0,0
2176,1,12.53,10.09,702,153,25.5,0,0,0
2177,1,13.469999999999999,10.26,687,3647,66.3,0,0,0
2178,1,14.11,10.71,692,8959,90.5,0,0,0
2179,1,15.68,10.93,677,28473,88.3,0,0,0
2180,1,12.53,11.07,717,8596,90.5,0,0,0
2181,1,16.0,11.03,672,11307,50.0,0,0,0
2182,1,9.629999999999999,10.43,747,1063,6.2,0,0,0
2183,1,15.049999999999999,11.29,677,31724,90.4,0,0,1
2184,1,12.839999999999998,10.6,722,337,3.0,0,0,0
2185,1,14.42,9.39,687,0,0.0,1,0,0
2186,1,15.370000000000001,10.71,692,11369,80.6,0,0,0
2187,1,9.629999999999999,10.82,732,1825,15.6,0,0,0
2188,1,8.0,11.78,762,20488,24.7,0,0,0
2189,1,8.0,11.34,802,5390,10.4,0,0,0
2190,1,14.42,9.98,677,11297,85.6,0,0,0
2191,1,14.11,10.46,677,1243,22.6,1,0,0
2192,1,9.629999999999999,11.28,752,4474,82.9,0,0,1
2193,1,16.950000000000003,11.61,677,49238,48.3,4,0,0
2194,1,13.469999999999999,10.96,697,11401,83.2,0,0,1
2195,1,9.629999999999999,11.35,752,13073,16.5,0,0,0
2196,1,15.310000000000002,11.08,682,13641,97.4,0,1,0
2197,1,9.629999999999999,12.61,727,132103,14.2,0,1,0
2198,1,9.32,10.34,727,714,10.1,0,1,0
2199,1,14.11,10.92,682,18707,73.4,0,0,0
2200,1,16.0,10.43,667,8969,53.7,0,0,0
2201,1,12.870000000000001,9.97,702,4428,59.0,0,0,0
2202,1,9.629999999999999,11.61,777,25476,16.5,0,0,0
2203,1,9.629999999999999,10.65,722,14544,38.0,0,0,0
2204,1,12.839999999999998,11.16,722,27576,73.7,0,0,0
2205,1,13.469999999999999,10.18,697,16280,74.7,0,0,1
2206,1,13.469999999999999,10.17,687,16757,85.1,0,0,0
2207,1,12.839999999999998,10.82,707,12013,42.5,1,0,0
2208,1,13.79,10.8,672,8757,67.9,0,0,0
2209,1,8.0,10.13,762,8440,17.1,0,0,0
2210,1,8.0,10.69,757,3628,9.3,0,0,0
2211,1,11.89,9.95,722,9317,53.6,0,0,1
2212,1,13.16,9.39,742,3954,24.0,0,0,0
2213,1,9.32,10.78,752,8903,77.4,0,0,0
2214,1,7.68,11.42,777,5921,10.5,0,0,0
2215,1,14.11,11.41,702,32785,91.8,0,0,0
2216,1,8.0,10.31,802,527,1.0,0,0,0
2217,1,11.89,10.29,757,65,0.9,0,0,0
2218,1,11.89,10.0,707,9847,44.4,1,0,0
2219,1,11.89,11.96,752,6077,7.8,0,0,0
2220,1,15.049999999999999,10.66,677,7854,81.0,0,0,0
2221,1,13.469999999999999,10.92,707,5337,56.2,0,0,0
2222,1,11.89,10.6,722,919,6.1,0,0,0
2223,1,14.11,10.17,677,1365,40.1,1,0,0
2224,1,14.74,11.37,682,28766,0.1,0,0,0
2225,1,9.629999999999999,11.16,762,110,11.0,0,0,0
2226,1,14.42,11.44,692,25892,89.0,0,1,0
2227,1,12.21,10.15,767,72,2.8,0,0,0
2228,1,16.35,11.33,662,25505,60.7,0,0,0
2229,1,11.89,10.6,737,8773,57.2,1,0,0
2230,1,9.629999999999999,11.26,717,14578,56.1,0,0,0
2231,1,12.21,10.29,707,15509,53.5,0,0,0
2232,1,11.89,10.6,732,22026,65.9,0,0,0
2233,1,17.9,11.88,672,29748,51.3,1,0,0
2234,1,16.63,11.0,667,13672,93.8,0,0,1
2235,1,13.469999999999999,10.97,692,22195,45.7,0,0,0
2236,1,13.469999999999999,11.84,707,0,0.0,1,0,0
2237,1,12.21,10.97,777,3444,23.8,0,0,0
2238,1,13.16,10.78,687,13632,50.7,0,0,0
2239,1,15.049999999999999,10.45,692,15708,95.8,0,0,0
2240,1,13.79,11.2,692,18384,43.5,1,0,0
2241,1,14.74,11.05,677,27780,74.7,0,0,0
2242,1,11.89,11.13,727,24185,44.9,0,0,1
2243,1,16.32,10.83,667,6570,39.3,0,0,0
2244,1,13.79,11.07,687,11972,72.1,0,0,0
2245,1,14.74,11.21,687,4073,81.5,0,0,0
2246,1,15.049999999999999,11.31,692,18126,96.9,0,0,0
2247,1,12.53,11.86,732,2732,4.9,1,0,0
2248,1,12.839999999999998,11.96,707,23021,78.3,0,0,0
2249,1,13.469999999999999,10.86,707,8898,75.4,0,0,1
2250,1,13.469999999999999,10.78,687,9216,38.9,1,0,0
2251,1,9.629999999999999,10.71,722,9500,31.1,0,0,0
2252,1,15.68,10.58,677,18688,92.1,0,1,0
2253,1,11.89,10.6,717,6901,21.2,0,0,0
2254,1,11.89,10.93,747,3200,43.2,0,0,0
2255,1,9.629999999999999,10.96,797,3658,5.4,0,0,0
2256,1,8.0,11.78,782,7181,30.3,0,0,0
2257,1,11.89,10.13,707,1952,26.0,0,0,1
2258,1,8.0,10.92,802,2893,5.3,0,0,1
2259,1,15.049999999999999,10.1,662,4624,67.0,1,0,0
2260,1,9.629999999999999,10.6,747,12776,68.3,0,0,0
2261,1,12.53,10.6,717,7174,56.6,0,1,0
2262,1,11.89,10.78,742,3501,23.5,0,0,1
2263,1,15.049999999999999,10.49,667,8297,72.1,0,0,1
2264,1,16.0,10.78,672,3218,42.9,0,0,0
2265,1,13.16,10.18,717,0,0.0,0,0,0
2266,1,13.469999999999999,11.08,697,15351,77.9,0,0,0
2267,1,12.21,11.17,802,114,0.3,0,0,0
2268,1,15.049999999999999,9.9,667,6574,79.2,0,0,0
2269,1,15.049999999999999,10.9,682,35379,89.4,0,0,1
2270,1,13.469999999999999,10.43,682,13403,83.8,0,0,0
2271,1,15.370000000000001,11.7,687,23997,36.9,1,0,0
2272,1,9.32,11.56,762,10828,14.0,0,0,0
2273,1,12.21,11.03,732,2941,56.6,0,0,0
2274,1,9.32,11.11,727,22930,51.2,0,0,0
2275,1,14.42,10.89,687,6309,70.1,0,0,1
2276,1,12.53,10.82,702,8063,64.2,0,1,0
2277,1,9.629999999999999,9.18,717,5209,46.9,0,1,0
2278,1,7.68,11.01,787,1157,5.2,0,0,0
2279,1,7.68,11.6,777,13430,30.9,0,0,0
2280,1,12.21,11.2,737,19,0.2,1,0,0
2281,1,12.839999999999998,10.82,717,19621,80.7,0,0,0
2282,1,14.42,10.31,672,9493,56.8,0,0,0
2283,1,16.950000000000003,11.65,677,13273,89.7,1,0,0
2284,1,12.21,10.38,717,14339,58.1,0,0,0
2285,1,16.0,10.31,667,395,1.7,1,0,0
2286,1,9.629999999999999,11.67,797,5491,10.6,0,0,0
2287,1,9.629999999999999,11.25,722,9222,48.0,1,0,0
2288,1,9.32,10.88,727,2880,27.4,0,0,0
2289,1,17.580000000000002,11.08,667,21233,57.1,0,0,0
2290,1,14.11,11.0,697,16843,90.1,0,0,0
2291,1,12.839999999999998,10.71,717,12644,30.8,0,0,0
2292,1,12.21,10.82,717,6063,19.6,0,0,0
2293,1,16.32,11.0,667,20702,82.5,1,0,1
2294,1,14.74,10.31,677,2640,80.0,0,0,0
2295,1,9.629999999999999,11.36,732,23096,55.3,0,0,0
2296,1,12.839999999999998,10.92,732,4590,17.7,0,0,0
2297,1,16.63,11.26,692,36123,98.4,0,0,0
2298,1,13.79,10.37,692,16354,63.6,0,0,0
2299,1,12.21,10.71,747,7224,73.7,0,0,0
2300,1,9.629999999999999,10.95,722,13066,24.9,0,0,0
2301,1,15.370000000000001,9.94,687,1889,43.9,0,0,0
2302,1,12.53,11.25,712,40752,89.5,0,0,0
2303,1,13.16,11.65,717,22424,34.4,0,0,0
2304,1,14.42,10.48,677,8928,62.2,0,0,0
2305,1,7.37,10.55,777,1595,5.1,0,0,0
2306,1,9.32,10.97,737,7711,58.4,0,0,0
2307,1,7.68,11.64,787,4333,17.1,0,0,0
2308,1,13.79,11.35,737,890,6.4,0,0,0
2309,1,8.0,10.86,792,2475,12.3,0,0,0
2310,1,12.839999999999998,11.16,747,4304,4.1,0,0,0
2311,1,12.839999999999998,11.41,692,27248,79.4,0,0,0
2312,1,12.53,10.0,707,3228,38.4,0,0,0
2313,1,11.89,10.9,712,14968,28.1,0,0,0
2314,1,13.469999999999999,11.08,687,0,0.0,3,0,0
2315,1,13.469999999999999,11.03,702,22493,30.9,0,0,0
2316,1,14.42,10.82,672,2401,57.2,0,0,0
2317,1,12.21,9.95,712,8680,24.6,0,1,0
2318,1,13.16,11.41,697,8091,36.4,0,0,0
2319,1,9.629999999999999,11.28,767,1431,4.4,0,0,0
2320,1,9.629999999999999,11.26,727,11646,33.8,0,0,0
2321,1,18.43,9.9,697,3688,97.1,0,0,0
2322,1,12.839999999999998,10.24,712,9020,56.7,0,0,0
2323,1,9.629999999999999,11.29,737,13734,75.5,0,0,0
2324,1,13.79,10.86,687,6180,92.2,0,0,0
2325,1,13.469999999999999,11.23,712,15646,81.9,1,0,0
2326,1,12.839999999999998,10.6,727,17944,57.5,0,0,0
2327,1,13.79,10.6,682,4764,79.4,1,0,0
2328,1,16.0,10.49,667,16083,71.8,0,0,0
2329,1,15.049999999999999,11.23,677,17321,87.6,1,0,0
2330,1,9.32,11.92,762,79333,4.5,0,0,0
2331,1,14.11,11.0,702,9520,76.2,0,0,0
2332,1,13.79,10.58,682,9625,56.0,0,0,0
2333,1,9.629999999999999,10.67,752,22486,26.6,0,0,1
2334,1,9.629999999999999,11.74,742,9348,49.5,0,0,0
2335,1,9.32,10.37,752,833,8.2,0,0,0
2336,1,9.32,10.98,777,152,0.6,0,0,0
2337,1,15.049999999999999,11.18,672,5517,34.1,0,0,1
2338,1,9.629999999999999,11.07,762,11160,14.9,0,0,0
2339,1,16.32,11.88,667,157,52.3,1,1,0
2340,1,15.370000000000001,11.41,702,30523,77.7,0,0,0
2341,1,15.68,10.92,667,43110,93.3,0,0,0
2342,1,14.42,10.13,672,9394,44.6,0,0,1
2343,1,13.16,11.24,712,21118,65.2,0,0,1
2344,1,12.53,11.1,722,24345,93.6,0,0,0
2345,1,13.469999999999999,10.37,697,10543,29.1,0,0,0
2346,1,14.11,10.71,677,17826,92.8,0,0,0
2347,1,13.16,11.28,702,754,9.5,2,0,0
2348,1,13.79,11.29,702,13742,64.5,0,0,1
2349,1,7.68,11.35,767,7603,20.7,0,0,0
2350,1,14.74,10.86,677,11419,84.6,1,0,0
2351,1,12.53,10.31,697,1568,44.8,0,0,0
2352,1,12.21,9.9,722,3246,22.2,0,1,0
2353,1,12.53,10.89,747,25121,88.4,0,0,0
2354,1,7.37,10.28,772,6469,14.9,0,0,0
2355,1,14.74,11.18,687,13693,68.8,0,0,0
2356,1,14.42,9.74,697,3090,55.2,0,0,0
2357,1,16.950000000000003,11.41,667,15534,87.3,0,0,0
2358,1,12.21,11.11,742,220,4.0,0,0,0
2359,1,13.79,11.17,692,6344,32.4,1,0,0
2360,1,9.32,11.08,762,717,2.7,0,0,0
2361,1,15.049999999999999,11.31,697,12147,91.3,0,0,1
2362,1,18.21,10.56,672,9961,99.6,0,0,0
2363,1,14.42,11.16,692,40125,92.0,0,0,0
2364,1,18.529999999999998,11.33,672,12513,99.3,0,0,0
2365,1,12.53,10.88,737,18154,54.4,0,0,0
2366,1,12.839999999999998,11.31,787,11,1.0,0,0,0
2367,1,12.21,11.02,762,12416,21.9,0,0,0
2368,1,12.53,10.43,702,8375,58.2,0,0,0
2369,1,13.79,11.41,682,6345,90.6,0,1,0
2370,1,12.21,11.85,747,3926,11.5,0,0,0
2371,1,14.42,10.74,712,16727,53.1,0,0,0
2372,1,13.79,10.52,702,4800,94.1,0,0,1
2373,1,13.79,11.16,687,10619,47.8,1,0,0
2374,1,16.32,10.57,667,10490,96.2,0,0,0
2375,1,12.21,10.76,727,9554,34.2,1,0,0
2376,1,13.469999999999999,10.71,687,12000,82.2,0,0,0
2377,1,8.0,11.13,752,2932,17.2,0,0,0
2378,1,13.469999999999999,11.58,707,35598,57.9,0,0,0
2379,1,7.68,10.45,797,5133,7.3,0,0,0
2380,1,15.370000000000001,10.46,672,8105,87.2,0,0,0
2381,1,9.32,10.86,757,43232,41.1,0,0,1
2382,1,14.11,12.47,712,11697,33.2,0,0,0
2383,1,14.11,9.21,677,802,6.3,1,0,1
2384,1,11.48,10.93,712,18513,60.1,0,0,1
2385,1,9.629999999999999,11.0,752,3428,6.1,0,0,0
2386,1,9.629999999999999,11.08,727,25147,60.3,0,0,0
2387,1,9.629999999999999,11.61,717,35544,67.6,0,0,0
2388,1,13.16,10.65,687,8817,60.0,0,0,0
2389,1,12.839999999999998,11.51,717,26711,41.7,0,0,0
2390,1,14.11,11.35,697,18067,60.6,0,0,1
2391,1,13.79,10.92,702,7085,41.7,0,0,0
2392,1,9.32,10.31,737,16775,47.4,0,0,0
2393,1,16.0,10.82,667,11819,75.8,0,0,0
2394,1,9.32,10.71,737,4717,51.3,0,0,0
2395,1,12.839999999999998,11.0,697,5878,52.0,0,0,1
2396,1,16.63,11.04,672,18182,72.7,0,0,0
2397,1,14.42,10.09,692,2109,42.2,0,0,0
2398,1,12.21,10.86,707,12324,25.5,0,0,1
2399,1,9.629999999999999,11.33,717,5033,17.1,0,0,0
2400,1,9.32,10.49,742,8990,58.0,0,0,1
2401,1,13.16,10.97,702,14057,37.8,0,0,0
2402,1,14.11,11.23,672,10025,57.8,1,0,0
2403,1,12.21,9.9,772,7405,18.5,0,0,0
2404,1,11.89,11.23,752,4498,5.3,0,0,1
2405,1,15.049999999999999,11.09,692,0,0.0,0,0,0
2406,1,7.68,9.92,767,4120,5.7,0,0,0
2407,1,12.839999999999998,11.16,762,186,0.7,0,0,0
2408,1,9.629999999999999,11.08,737,32820,73.4,0,0,0
2409,1,14.42,11.18,697,35761,92.2,0,0,0
2410,1,12.839999999999998,9.8,712,13,1.3,0,0,0
2411,1,9.32,11.1,747,19926,55.5,0,0,0
2412,1,11.89,10.31,712,14577,34.7,0,0,0
2413,1,15.049999999999999,10.21,677,7974,91.7,1,0,0
2414,1,13.79,11.08,687,13875,37.2,0,0,0
2415,1,15.370000000000001,10.46,677,1685,38.3,0,0,0
2416,1,12.839999999999998,11.26,702,1575,23.2,0,0,0
2417,1,9.629999999999999,10.37,742,883,13.8,0,0,0
2418,1,12.21,11.34,737,24177,20.2,0,0,0
2419,1,12.53,10.83,702,5229,15.2,0,0,0
2420,1,13.79,10.82,687,4305,56.6,1,0,1
2421,1,7.37,11.37,777,103088,29.8,0,0,0
2422,1,13.469999999999999,11.08,687,9463,83.7,0,0,0
2423,1,16.63,10.81,667,6241,21.0,0,0,1
2424,1,14.74,9.68,682,5560,32.9,0,0,0
2425,1,12.839999999999998,11.02,687,13140,55.9,0,0,0
2426,1,14.42,11.02,672,9184,58.5,0,0,0
2427,1,14.11,11.41,682,9101,42.9,0,0,0
2428,1,15.68,11.29,672,8664,93.2,0,0,0
2429,1,12.53,11.1,697,13999,58.1,0,0,0
2430,1,12.839999999999998,11.0,682,14309,57.0,0,0,0
2431,1,13.16,10.6,712,2897,33.3,0,0,0
2432,1,9.32,11.12,727,20863,52.8,0,0,0
2433,1,15.68,10.82,677,24738,50.0,0,0,0
2434,1,14.11,11.19,677,45383,79.6,0,0,0
2435,1,12.53,10.75,727,15354,35.5,0,0,0
2436,1,9.32,10.79,742,4014,25.9,0,0,0
2437,1,13.469999999999999,11.19,687,53683,74.4,0,0,0
2438,1,12.839999999999998,11.51,692,71161,60.0,0,0,0
2439,1,12.53,11.35,712,67614,49.2,0,0,1
2440,1,12.839999999999998,10.71,767,14729,48.9,0,0,1
2441,1,8.0,10.12,767,2130,12.3,0,0,1
2442,1,13.16,10.49,692,6581,39.6,0,0,1
2443,1,13.16,10.37,697,6389,58.1,0,0,0
2444,1,13.16,10.37,717,3967,48.9,0,0,0
2445,1,16.32,10.74,662,10039,53.7,0,0,0
2446,1,13.469999999999999,11.43,692,40479,8.4,0,0,0
2447,1,13.79,10.37,682,7458,64.3,0,0,0
2448,1,8.0,11.23,737,4000,11.0,0,1,0
2449,1,14.11,10.71,682,11816,47.6,0,0,0
2450,1,15.049999999999999,10.82,667,6712,64.5,0,0,0
2451,1,9.629999999999999,12.23,747,25814,29.1,0,0,0
2452,1,13.16,10.82,737,7936,50.9,0,0,0
2453,1,8.0,11.0,767,7161,16.4,0,0,0
2454,1,14.74,10.34,662,4620,64.2,0,0,0
2455,1,9.629999999999999,10.78,742,39689,69.5,0,0,0
2456,1,14.74,10.49,677,20616,94.1,0,0,1
2457,1,13.469999999999999,10.92,692,2432,24.1,2,0,0
2458,1,8.0,10.82,792,339,1.1,0,0,0
2459,1,14.74,10.82,692,6165,79.0,0,0,0
2460,1,13.16,11.44,717,40761,65.6,0,0,0
2461,1,9.629999999999999,10.46,782,4407,9.2,0,0,0
2462,1,9.32,10.87,742,630,7.9,0,0,0
2463,1,12.21,11.07,712,9878,56.4,1,0,0
2464,1,14.42,10.74,707,8134,80.2,0,0,0
2465,1,14.74,10.48,672,6547,56.9,0,0,0
2466,1,11.89,11.35,732,35166,67.2,0,0,0
2467,1,13.469999999999999,11.98,762,5253,5.9,0,0,0
2468,1,9.32,11.18,742,41059,51.0,0,0,0
2469,1,11.83,11.24,712,71116,72.1,0,0,0
2470,1,11.89,11.59,792,2759,11.0,0,0,0
2471,1,9.32,9.74,732,5101,30.4,0,0,1
2472,1,12.839999999999998,10.67,692,3517,40.4,0,0,0
2473,1,9.32,12.15,777,2009,9.1,0,0,0
2474,1,14.42,11.16,687,16124,70.1,0,0,0
2475,1,9.629999999999999,11.79,787,152,1.0,0,0,0
2476,1,8.0,10.82,822,35624,2.5,0,0,0
2477,1,13.79,10.82,712,757,22.9,0,0,0
2478,1,14.74,11.64,702,52285,93.4,0,0,0
2479,1,13.79,10.4,702,19812,66.7,0,0,0
2480,1,13.16,11.92,692,75454,72.4,0,0,0
2481,1,14.74,11.52,672,3402,47.9,0,0,0
2482,1,14.42,11.16,722,18505,95.9,0,0,0
2483,1,12.839999999999998,11.08,722,15923,56.3,0,0,0
2484,1,7.68,10.37,772,7549,14.2,0,0,0
2485,1,12.53,10.57,717,8123,57.2,0,0,0
2486,1,17.26,11.53,662,3781,16.3,0,0,0
2487,1,15.049999999999999,10.4,662,6063,49.3,1,0,0
2488,1,13.16,10.92,717,34260,77.5,0,0,0
2489,1,13.79,10.8,687,17386,84.4,0,0,0
2490,1,13.469999999999999,12.12,732,50381,68.5,0,0,1
2491,1,12.21,10.46,717,6881,27.3,1,0,0
2492,1,14.42,11.41,687,5226,48.8,0,0,0
2493,1,7.37,11.64,772,2498,10.6,0,0,0
2494,1,16.32,11.11,667,12736,70.4,2,0,0
2495,1,7.400000000000001,11.36,822,1874,5.5,0,0,0
2496,1,14.11,10.86,687,28336,86.9,0,0,0
2497,1,12.839999999999998,10.65,717,8687,54.6,0,0,0
2498,1,13.469999999999999,10.82,692,11442,52.0,0,0,0
2499,1,13.79,11.18,707,27316,45.2,0,0,0
2500,1,13.469999999999999,10.47,757,615,6.1,0,0,0
2501,1,9.32,11.37,727,18695,53.7,0,0,0
2502,1,15.68,10.82,667,11929,48.7,0,0,0
2503,1,9.629999999999999,10.31,762,4532,33.6,0,0,1
2504,1,8.0,11.43,752,21365,39.4,0,0,1
2505,1,14.74,10.9,697,7956,48.5,1,0,0
2506,1,12.53,10.6,732,114,2.8,0,0,0
2507,1,7.68,11.16,782,7537,17.9,0,0,0
2508,1,15.370000000000001,10.53,662,7566,47.3,1,0,0
2509,1,9.629999999999999,11.0,747,23186,61.5,0,0,1
2510,1,13.469999999999999,10.6,677,7110,58.3,0,1,0
2511,1,17.26,11.17,667,3505,33.4,0,0,0
2512,1,14.74,10.58,677,7616,44.8,0,0,0
2513,1,8.0,11.13,742,4434,16.9,0,0,0
2514,1,13.79,11.0,682,12927,33.1,0,0,0
2515,1,7.68,10.33,752,1859,11.4,0,0,0
2516,1,12.53,10.24,702,3972,37.8,0,0,0
2517,1,16.32,11.29,682,30564,78.6,0,0,0
2518,1,13.469999999999999,10.89,702,7701,30.3,3,0,0
2519,1,13.469999999999999,11.03,702,17499,60.0,0,0,0
2520,1,12.839999999999998,9.62,702,653,3.7,0,0,0
2521,1,8.0,10.95,747,40383,63.0,0,0,0
2522,1,12.839999999999998,10.65,692,5826,31.5,1,0,0
2523,1,15.049999999999999,10.65,687,21980,51.5,0,0,0
2524,1,10.95,11.3,692,517,8.9,1,0,0
2525,1,14.11,11.11,682,9583,77.3,0,0,0
2526,1,10.95,10.6,692,25336,48.5,0,0,1
2527,1,14.74,10.92,682,19226,93.1,0,0,0
2528,1,15.370000000000001,10.49,712,0,11.3,0,0,0
2529,1,14.74,10.2,672,12041,59.3,0,0,0
2530,1,15.049999999999999,10.73,682,10244,43.2,0,0,0
2531,1,13.469999999999999,11.16,707,19450,92.6,0,0,0
2532,1,14.11,11.2,767,0,34.5,0,0,1
2533,1,13.469999999999999,11.49,697,30993,71.2,0,0,0
2534,1,7.37,11.08,782,3630,10.1,0,0,0
